gene_symbol	gene_symbol_long	identifier
SFR2	beta-glycosidase-like	glyma.Wm82.gnm2.ann1.Glyma.17g037100
SFT	seed-flooding tolerance	glyma.Wm82.gnm2.ann1.Glyma.13g248000
SG-1-LIKE	putative UDP-glucosyltransferase	glyma.Wm82.gnm2.ann1.Glyma.07g254900
SG-3	putative glycosyltransferase UGT91H9	glyma.Wm82.gnm2.ann1.Glyma.10g104700
SG-4	UDP-arabinose glycosyltransferase	glyma.Wm82.gnm2.ann1.Glyma.01g046300
SG-9	UDP-glycosyltransferase UGT73B4	glyma.Wm82.gnm2.ann1.Glyma.16g033700
SGF14e	14-3-3 protein SGF14e	glyma.Wm82.gnm2.ann1.Glyma.01g058000
SGF14f	14-3-3 protein SGF14f	glyma.Wm82.gnm2.ann1.Glyma.02g115900
SGF14G	14-3-3 protein SGF14g	glyma.Wm82.gnm2.ann1.Glyma.02g208700
SGF14h	14-3-3 protein SGF14h	glyma.Wm82.gnm2.ann1.Glyma.04g099900
SGF14I	14-3-3 protein SGF14i	glyma.Wm82.gnm2.ann1.Glyma.06g101500
SGF14J	14-3-3 protein SGF14j	glyma.Wm82.gnm2.ann1.Glyma.06g094400
SGF14K	14-3-3 protein SGF14k	glyma.Wm82.gnm2.ann1.Glyma.14g176900
SGF14L	14-3-3 protein SGF14l	glyma.Wm82.gnm2.ann1.Glyma.08g115800
SGF14M	14-3-3 protein SGF14m	glyma.Wm82.gnm2.ann1.Glyma.08g363800
SGF14n	14-3-3 protein SGF14n	glyma.Wm82.gnm2.ann1.Glyma.12g229200
SGF14O	14-3-3 protein SGF14o	glyma.Wm82.gnm2.ann1.Glyma.12g210400
SGF14P	14-3-3 protein SGF14p	glyma.Wm82.gnm2.ann1.Glyma.13g270600
SGF14Q	putative 14-3-3 protein SGF14q	glyma.Wm82.gnm2.ann1.Glyma.07g226000
SGF14R	putative 14-3-3 protein SGF14r	glyma.Wm82.gnm2.ann1.Glyma.20g025900
SGlu4	glucan endo-1,3-beta-glucosidase	glyma.Wm82.gnm2.ann1.Glyma.15g142400
SGR	AP2-domain transcription factor SGR	glyma.Wm82.gnm2.ann1.Glyma.02g264700
SGR1	Stay-green gene 1	glyma.Wm82.gnm2.ann1.Glyma.11g027400
SGR2	Stay-green gene 2	glyma.Wm82.gnm2.ann1.Glyma.01g214600
SGS3	sRNA biogenesis gene 3	glyma.Wm82.gnm2.ann1.Glyma.04G203600
SGT1-1	Suppressor of the G2 allele of SKP1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.01g222400
SGT1-2	Suppressor of the G2 allele of SKP1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.09g128800
SGT2	soyasapogenol B glucuronide galactosyltransferase	glyma.Wm82.gnm2.ann1.Glyma.11g053400
SGT3	soyasaponin III rhamnosyltransferase	glyma.Wm82.gnm2.ann1.Glyma.08g181000
SHAT1-5	NAC domain-containing protein 43-like	glyma.Wm82.gnm2.ann1.Glyma.16g019400
SHMT	serine hydroxylmethyltransferase	glyma.Wm82.gnm2.ann1.Glyma.08g108900
SHMT08	serine hyrdroxmethyltransferase	glyma.Wm82.gnm2.ann1.Glyma.08g108900
SHOOT2	SHOOT2 protein	glyma.Wm82.gnm2.ann1.Glyma.19g190000
SIG5B	RNA polymerase sigma factor sigE, chloroplastic/mitochondrial-like	glyma.Wm82.gnm2.ann1.Glyma.06g125700
SIK1	stress-induced receptor-like kinase	glyma.Wm82.gnm2.ann1.Glyma.02g100300
SIK2	stress-induced receptor-like kinase 2	glyma.Wm82.gnm2.ann1.Glyma.15g021400
SIP1-1	aquaporin SIP1-1	glyma.Wm82.gnm2.ann1.Glyma.02g069800
SIP1-2	aquaporin SIP1-2	glyma.Wm82.gnm2.ann1.Glyma.16g151300
SIP1-3	aquaporin SIP1-3	glyma.Wm82.gnm2.ann1.Glyma.19g108400
SIP1-4	aquaporin SIP1-4	glyma.Wm82.gnm2.ann1.Glyma.16g043800
SIP1-6	aquaporin SIP1-6	glyma.Wm82.gnm2.ann1.Glyma.06g307000
SIP2-1	aquaporin SIP2-1	glyma.Wm82.gnm2.ann1.Glyma.03g119300
SIP2-2	aquaporin SIP2-2	glyma.Wm82.gnm2.ann1.Glyma.19g123600
SIR	sulfite reductase [ferredoxin], chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.11g093200
SIZ1A	E3 SUMO-protein ligase SIZ1a	glyma.Wm82.gnm2.ann1.Glyma.12g071300
SIZ1B	E3 SUMO-protein ligase SIZ1b	glyma.Wm82.gnm2.ann1.Glyma.u020100
SKIP16	F-box protein SKIP16-like	glyma.Wm82.gnm2.ann1.Glyma.11g126500
SKP2A	protein binding  	glyma.Wm82.gnm1.ann1.Glyma14g26660
SLD1.1	delta8-sphingolipid desaturase 1	glyma.Wm82.gnm2.ann1.Glyma.01g046000
SLD1.2	delta8-sphingolipid desaturase 1	glyma.Wm82.gnm2.ann1.Glyma.02g106300
SLD1.3	delta(8)-fatty-acid desaturase 2-like	glyma.Wm82.gnm2.ann1.Glyma.08g299900
SLD1.4	sphingolipid delta-8 desaturase	glyma.Wm82.gnm2.ann1.Glyma.14g095400
SLD1.5	delta8-sphingolipid desaturase	glyma.Wm82.gnm2.ann1.Glyma.17g228400
SLD1.6	sphingolipid delta-8 desaturase	glyma.Wm82.gnm2.ann1.Glyma.18g120400
SLD2-1	delta(8)-fatty-acid desaturase 2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02g106300
SLD2-2	delta(8)-fatty-acid desaturase 2 gene 2	glyma.Wm82.gnm2.ann1.Glyma.08g299900
SLR1	auxin-induced protein ali50	glyma.Wm82.gnm2.ann1.Glyma.10g180100
SLTI114	matrix metalloproteinase	glyma.Wm82.gnm2.ann1.Glyma.02g028100
SLTI248	DEAD-box RNA helicase	glyma.Wm82.gnm2.ann1.Glyma.01g010400
SMEP1	metalloproteinase	glyma.Wm82.gnm2.ann1.Glyma.02g215700
SMT2-1	sterol 24-C methyltransferase 2-1	glyma.Wm82.gnm2.ann1.Glyma.04g020600
SMT2-2	24-methylenesterol C-methyltransferase 2-2	glyma.Wm82.gnm2.ann1.Glyma.06g020700
SNAC38	NAC transcription factor	glyma.Wm82.gnm2.ann1.Glyma.10g219600
SNAC41	NAC domain-containing protein 18-like	glyma.Wm82.gnm2.ann1.Glyma.06g249100
SNAP-1	nucleosome assembly protein 1	glyma.Wm82.gnm2.ann1.Glyma.15g170700
SNAP09	soluble NSF attachment protein 9	glyma.Wm82.gnm2.ann1.Glyma.09g279400
SNF5	chromatin structure-remodeling complex protein BSH-like	glyma.Wm82.gnm2.ann1.Glyma.13g117200
SNRK1	SNF-1-like serine/threonine protein kinase	glyma.Wm82.gnm2.ann1.Glyma.13g060400
SNRK1.1	sucrose non-fermenting-1 related protein kinase	glyma.Wm82.gnm2.ann1.Glyma.08g240300
SOD	Super Oxide Dismutase	glyma.Wm82.gnm2.ann1.Glyma.19G240400
SOD1	superoxide dismutase [Cu-Zn]	glyma.Wm82.gnm2.ann1.Glyma.19g240400
SODB	Fe-superoxide dismutase	glyma.Wm82.gnm2.ann1.Glyma.20g196900
SODB2	iron-superoxide dismutase	glyma.Wm82.gnm2.ann1.Glyma.10g193500
SOMT-2	flavonoid 4'-O-methyltransferase SOMT-2	glyma.Wm82.gnm2.ann1.Glyma.08g2467002
SOMT-9	O-methyltransferase SOMT-9	glyma.Wm82.gnm2.ann1.Glyma.17g171100
SOS1	Na+/H+ antiporter	glyma.Wm82.gnm2.ann1.Glyma.08g092000
SOY69	actin	glyma.Wm82.gnm2.ann1.Glyma.05g000900
SOYAP1	aspartic proteinase 1	glyma.Wm82.gnm2.ann1.Glyma.17g011500
SOYAP2	aspartic proteinase 2	glyma.Wm82.gnm2.ann1.Glyma.19g225500
SOYCHS	chalcone synthase	glyma.Wm82.gnm2.ann1.Glyma.08g109300
SOYCTA	putative cadmium-transporting ATPase	glyma.Wm82.gnm2.ann1.Glyma.05g098800
SOYGBFA	G-box binding factor	glyma.Wm82.gnm2.ann1.Glyma.11g065000
SOYSTGA	bZIP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.11g236300
SPCH1	transcription factor SPEECHLESS	glyma.Wm82.gnm2.ann1.Glyma.04g238400
SPCH2	transcription factor SPEECHLESS-like	glyma.Wm82.gnm2.ann1.Glyma.06g125500
SPCH3	transcription factor SPEECHLESS-like	glyma.Wm82.gnm2.ann1.Glyma.13g040100
SPCH4	transcription factor SPEECHLESS-like	glyma.Wm82.gnm2.ann1.Glyma.14g160700
SPCP1	nodulin-26	glyma.Wm82.gnm2.ann1.Glyma.03g185900
SPK-1	protein kinase	glyma.Wm82.gnm2.ann1.Glyma.01g204200
SPK-2	protein kinase 2	glyma.Wm82.gnm2.ann1.Glyma.11g038800
SPK-3	protein kinase 3	glyma.Wm82.gnm2.ann1.Glyma.08g005100
SPK-4	protein kinase	glyma.Wm82.gnm2.ann1.Glyma.04g205400
SPL9A	squamosa promoter-binding-like protein 9a	glyma.Wm82.gnm2.ann1.Glyma.02g177500
SPL9B	squamosa promoter-binding-like protein 9b	glyma.Wm82.gnm2.ann1.Glyma.09g113800
SPL9C	squamosa promoter-binding-like protein 9c	glyma.Wm82.gnm2.ann1.Glyma.03g143100
SPL9D	squamosa promoter-binding-like protein 9d	glyma.Wm82.gnm2.ann1.Glyma.19g146000
SPOD4.1	Ep, peroxidase	glyma.Wm82.gnm2.ann1.Glyma.09g022300
SPX1	SPX domain-containing protein 1	glyma.Wm82.gnm2.ann1.Glyma.01g135500
SPX2	SPX domain-containing protein 2	glyma.Wm82.gnm2.ann1.Glyma.04g067400
SPX3	SPX domain-containing protein 3	glyma.Wm82.gnm2.ann1.Glyma.04g147600
SPX5	SPX domain-containing protein 5	glyma.Wm82.gnm2.ann1.Glyma.10g261900
SPX6	SPX domain-containing 6	glyma.Wm82.gnm2.ann1.Glyma.13g061700
SPX7	SPX domain-containing 7	glyma.Wm82.gnm2.ann1.Glyma.13g166800
SPX8	SPX domain-containing protein 8	glyma.Wm82.gnm2.ann1.Glyma.17g114700
SPX9	SPX domain-containing protein 9	glyma.Wm82.gnm2.ann1.Glyma.20g129000
SPY1	probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY-like	glyma.Wm82.gnm2.ann1.Glyma.02g201300
SR1	Serine racemase-1 involved in D-Serine biosynthetic process	glyma.Wm82.gnm1.ann1.Glyma05G37930
SR2	Serine racemase-2	glyma.Wm82.gnm1.ann1.Glyma08G01670
SRA2	GTP binding protein	glyma.Wm82.gnm2.ann1.Glyma.09g243300
SRC1	src1 protein	glyma.Wm82.gnm2.ann1.Glyma.17g187600
SRC2	SOYBEAN GENE REGULATED BY COLD 2	glyma.Wm82.gnm2.ann1.Glyma.15g152900
SRT1	NAD-dependent protein deacylase SRT2-like	glyma.Wm82.gnm2.ann1.Glyma.04g210000
SRT2	NAD-dependent protein deacylase SRT2-like	glyma.Wm82.gnm2.ann1.Glyma.06g156000
SRT4	NAD-dependent protein deacetylase SRT1-like	glyma.Wm82.gnm2.ann1.Glyma.18g076300
SS	sucrose synthase	glyma.Wm82.gnm2.ann1.Glyma.13g114000
SSH1	polyphosphoinositide binding protein Ssh1p	glyma.Wm82.gnm2.ann1.Glyma.07g268700
SSTP-1	subtilisin-type protease precursor	glyma.Wm82.gnm2.ann1.Glyma.06g022600
SSTP-2	subtilisin-type protease precursor	glyma.Wm82.gnm2.ann1.Glyma.06g022500
ST1	sulfotransferase 1	glyma.Wm82.gnm2.ann1.Glyma.13G191400
stAPX-a	Ascorbate peroxidase gene a	glyma.Wm82.gnm2.ann1.Glyma.06G114400
stAPX-b	Ascorbate peroxidase gene b	glyma.Wm82.gnm2.ann1.Glyma.04G248300
STF-3	zinc finger protein ZAT10-like	glyma.Wm82.gnm2.ann1.Glyma.14g088300
STF2	transcription factor STF2	glyma.Wm82.gnm2.ann1.Glyma.08g302500
STM	Short Transmembrane Mitochondrial Protein	glyma.Wm82.gnm2.ann1.Glyma.07G263600
STOP1	C2-H2 zinc finger protein	glyma.Wm82.gnm2.ann1.Glyma.10g215200
STP	sorbitol-like transporter	glyma.Wm82.gnm2.ann1.Glyma.11g119500
STP1	monosaccharide transporter	glyma.Wm82.gnm2.ann1.Glyma.07g189500
STV2B	sialyltransferase-like	glyma.Wm82.gnm2.ann1.Glyma.08g051300
SUB1	SUB1 homolog (S. cerevisiae)	glyma.Wm82.gnm2.ann1.Glyma.08g109000
SUBI-1	polyubiquitin	glyma.Wm82.gnm2.ann1.Glyma.20g141600
SUBI-2	polyubiquitin	glyma.Wm82.gnm2.ann1.Glyma.13g117900
SUT1	sucrose transporter	glyma.Wm82.gnm2.ann1.Glyma.10g217900
SVPL	MADS-box protein SVP-like	glyma.Wm82.gnm2.ann1.Glyma.02g041500
SWEET11	sucrose effluxer gene 11	glyma.Wm82.gnm1.ann1.Glyma05g38340
SWEET12	sucrose effluxer gene 12	glyma.Wm82.gnm1.ann1.Glyma05g38350
SWEET18	sucrose effluxer gene 18	glyma.Wm82.gnm1.ann1.Glyma06g21570
SWEET19	sucrose effluxer gene 19	glyma.Wm82.gnm1.ann1.Glyma06g21640
SWEET27	sucrose effluxer gene 27	glyma.Wm82.gnm1.ann1.Glyma08g48280
SWEET3	sucrose effluxer gene 3	glyma.Wm82.gnm1.ann1.Glyma03g39430
SWEET35	sucrose effluxer gene 35	glyma.Wm82.gnm1.ann1.Glyma14g17810
SWEET6	sucrose effluxer gene 6	glyma.Wm82.gnm1.ann1.Glyma04g37530
SYMRK-ALPHA	symbiosis receptor kinase SymRK-alpha	glyma.Wm82.gnm2.ann1.Glyma.01g020100
SYMRK-BETA	symbiosis receptor kinase SymRK-beta	glyma.Wm82.gnm2.ann1.Glyma.09g202300
SYP38	syntaxin	glyma.Wm82.gnm1.ann1.Glyma14g06610
T	Tawny	glyma.Wm82.gnm2.ann1.Glyma.06g202300
TAP1	acetyltransferase TAP1	glyma.Wm82.gnm2.ann1.Glyma.18g216900
TBP1	TATA-box binding protein	glyma.Wm82.gnm2.ann1.Glyma.16g140200
TBP2	TATA BINDING PROTEIN 2	glyma.Wm82.gnm1.ann1.Glyma16g25450
TCHQD1	glutathione S-transferase TCHQD-like	glyma.Wm82.gnm2.ann1.Glyma.06g117800
TCHQD2	glutathione S-transferase TCHQD-like	glyma.Wm82.gnm2.ann1.Glyma.13g034200
TCHQD3	Glutathione S-transferase TCHQD3	glyma.Wm82.gnm2.ann1.Glyma.14g155200
TCP	TEOSINTE-BRANCHED1/CYCLOIDEA/PCF Transcription Factor	glyma.Wm82.gnm2.ann1.Glyma.15G092500
TCP1	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G045500
TCP10	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.08G299400
TCP11	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.09G284300
TCP12	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.09G284500
TCP13	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.10G057400
TCP14	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.10G240200
TCP16	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 16	glyma.Wm82.gnm2.ann1.Glyma.11G196000
TCP17	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 17	glyma.Wm82.gnm2.ann1.Glyma.12G168300
TCP18	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 18	glyma.Wm82.gnm2.ann1.Glyma.13G144100
TCP19	Teosinte branched1 and cycloidea and proliferating cell factor family proteingene 19	glyma.Wm82.gnm2.ann1.Glyma.16G004300
TCP2	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G105900
TCP20	Teosinte branched1 and cycloidea and proliferating cell factor family proteingene 20	glyma.Wm82.gnm2.ann1.Glyma.16G053900
TCP21	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 21	glyma.Wm82.gnm2.ann1.Glyma.17G099100
TCP22	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 22	glyma.Wm82.gnm2.ann1.Glyma.17G132400
TCP23	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 23	glyma.Wm82.gnm2.ann1.Glyma.18G121400
TCP24	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 24	glyma.Wm82.gnm2.ann1.Glyma.19G095300
TCP25	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 25	glyma.Wm82.gnm2.ann1.Glyma.20G103400
TCP26	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 26	glyma.Wm82.gnm2.ann1.Glyma.20G154400
TCP27	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 27	glyma.Wm82.gnm2.ann1.Glyma.04G161400
TCP28	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 28	glyma.Wm82.gnm2.ann1.Glyma.05G019900
TCP29	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 29	glyma.Wm82.gnm2.ann1.Glyma.05G142000
TCP3	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.03G018800
TCP30	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 30	glyma.Wm82.gnm2.ann1.Glyma.06G204300
TCP31	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 31	glyma.Wm82.gnm2.ann1.Glyma.06G232300
TCP32	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 32	glyma.Wm82.gnm2.ann1.Glyma.06G284500
TCP33	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 33	glyma.Wm82.gnm2.ann1.Glyma.08G097900
TCP34	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 34	glyma.Wm82.gnm2.ann1.Glyma.08G247300
TCP35	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 35	glyma.Wm82.gnm2.ann1.Glyma.12G121500
TCP36	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 36	glyma.Wm82.gnm2.ann1.Glyma.12G158900
TCP37	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 37	glyma.Wm82.gnm2.ann1.Glyma.12G208800
TCP38	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 38	glyma.Wm82.gnm2.ann1.Glyma.12G228300
TCP39	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 39	glyma.Wm82.gnm2.ann1.Glyma.13G219900
TCP4	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.04G170600
TCP40	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 40	glyma.Wm82.gnm2.ann1.Glyma.13G271700
TCP41	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 41	glyma.Wm82.gnm2.ann1.Glyma.13G292500
TCP42	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 42	glyma.Wm82.gnm2.ann1.Glyma.15G092500
TCP43	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 43	glyma.Wm82.gnm2.ann1.Glyma.17G079900
TCP44	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 44	glyma.Wm82.gnm2.ann1.Glyma.18G268700
TCP45	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 45	glyma.Wm82.gnm2.ann1.Glyma.19G030900
TCP46	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 46	glyma.Wm82.gnm2.ann1.Glyma.04G152400
TCP47	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 47	glyma.Wm82.gnm2.ann1.Glyma.05G013300
TCP48	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 48	glyma.Wm82.gnm2.ann1.Glyma.06G210600
TCP49	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 49	glyma.Wm82.gnm2.ann1.Glyma.08G256400
TCP5	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.05G027400
TCP50	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 50	glyma.Wm82.gnm2.ann1.Glyma.10G246200
TCP51	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 51	glyma.Wm82.gnm2.ann1.Glyma.13G047400
TCP52	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 52	glyma.Wm82.gnm2.ann1.Glyma.17G121500
TCP53	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 53	glyma.Wm82.gnm2.ann1.Glyma.18G280700
TCP54	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 54	glyma.Wm82.gnm2.ann1.Glyma.19G044400
TCP55	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 55	glyma.Wm82.gnm2.ann1.Glyma.20G148500
TCP6	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.05G050400
TCP7	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.06G193000
TCP8	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.07G080300
TCP9	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.07G177200
TDF-5	uncharacterized protein TDF-5	glyma.Wm82.gnm2.ann1.Glyma.17g109300
TEFS1	Elongation factor 1-alpha	glyma.Wm82.gnm2.ann1.Glyma.17g186600
TENA_E	seed maturation protein PM36	glyma.Wm82.gnm2.ann1.Glyma.17g032700
TFIIB1	transcription factor TFIIB	glyma.Wm82.gnm2.ann1.Glyma.10g108600
TFL1.4	terminal flowering 1-like protein 4	glyma.Wm82.gnm2.ann1.Glyma.09g143500
TFL1b	Terminal Flower 1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.19g194300
TGA01	bZIP transcription factor 1	glyma.Wm82.gnm2.ann1.Glyma.01g084200
TGA02	bZIP transcription factor 2	glyma.Wm82.gnm2.ann1.Glyma.02g097900
TGA03	bZIP transcription factor 3	glyma.Wm82.gnm2.ann1.Glyma.02g176800
TGA04	bZIP transcription factor 4	glyma.Wm82.gnm2.ann1.Glyma.03g127600
TGA05	bZIP transcription factor 5	glyma.Wm82.gnm2.ann1.Glyma.03g128200
TGA08	bZIP transcription factor 8	glyma.Wm82.gnm2.ann1.Glyma.05g182500
TGA09	bZIP transcription factor 9	glyma.Wm82.gnm2.ann1.Glyma.06g107300
TGA11	bZIP transcription factor 11	glyma.Wm82.gnm2.ann1.Glyma.10g092100
TGA12	bZIP transcription factor 12	glyma.Wm82.gnm2.ann1.Glyma.10g276100
TGA17	bZIP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.12g184500
TGA2.13	Transcription Factor	glyma.Wm82.gnm2.ann1.Glyma.13G193700
TGA21	bZIP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.14g167000
TGA23	bZIP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.18g020900
TGA25	bZIP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.19g145300
TGA26	bZIP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.20g113600
TGA27	bZIP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.20g246400
TIL	temperature-induced lipocalin	glyma.Wm82.gnm2.ann1.Glyma.09g098900
TIL'	temperature-induced lipocalin'	glyma.Wm82.gnm2.ann1.Glyma.15g205900
TIP2-4	aquaporin TIP2-4	glyma.Wm82.gnm2.ann1.Glyma.08g203000
TIP3-2	aquaporin TIP3-2	glyma.Wm82.gnm2.ann1.Glyma.16g210000
TIP4-1	aquaporin TIP4-1	glyma.Wm82.gnm2.ann1.Glyma.04g083200
TIP5-1	aquaporin TIP5-1	glyma.Wm82.gnm2.ann1.Glyma.09g224700
TIR1A	protein TRANSPORT INHIBITOR RESPONSE 1A	glyma.Wm82.gnm2.ann1.Glyma.02g152800
TIR1B	protein TRANSPORT INHIBITOR RESPONSE 1B	glyma.Wm82.gnm2.ann1.Glyma.10g021500
TIR1C	protein TRANSPORT INHIBITOR RESPONSE 1C	glyma.Wm82.gnm2.ann1.Glyma.19g206800
TIR1D	protein TRANSPORT INHIBITOR RESPONSE 1D	glyma.Wm82.gnm2.ann1.Glyma.03g209400
TMT2a	gamma-Tocopherol methyltranserase 2 gene a	glyma.Wm82.gnm1.ann1.Glyma12g01690
TOPP1	TOPP-type protein phosphatase gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G006000
TOPP10	TOPP-type protein phosphatase gene 10	glyma.Wm82.gnm2.ann1.Glyma.10G186600
TOPP11	TOPP-type protein phosphatase gene 11	glyma.Wm82.gnm2.ann1.Glyma.14G065200
TOPP12	TOPP-type protein phosphatase gene 12	glyma.Wm82.gnm2.ann1.Glyma.19G232300
TOPP13	TOPP-type protein phosphatase gene 13	glyma.Wm82.gnm2.ann1.Glyma.19G248700
TOPP14	TOPP-type protein phosphatase gene 14	glyma.Wm82.gnm2.ann1.Glyma.20G203900
TOPP15	TOPP-type protein phosphatase gene 15	glyma.Wm82.gnm2.ann1.Glyma.20G222500
TOPP2	TOPP-type protein phosphatase gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G251600
TOPP3	TOPP-type protein phosphatase gene 3	glyma.Wm82.gnm2.ann1.Glyma.03G234700
TOPP4	TOPP-type protein phosphatase gene 4	glyma.Wm82.gnm2.ann1.Glyma.03G251500
TOPP5	TOPP-type protein phosphatase gene 5	glyma.Wm82.gnm2.ann1.Glyma.05G212100
TOPP6	TOPP-type protein phosphatase gene 6	glyma.Wm82.gnm2.ann1.Glyma.06G027300
TOPP7	TOPP-type protein phosphatase gene 7	glyma.Wm82.gnm2.ann1.Glyma.08G018500
TOPP8	TOPP-type protein phosphatase gene 8	glyma.Wm82.gnm2.ann1.Glyma.10G006800
TOPP9	TOPP-type protein phosphatase gene 9	glyma.Wm82.gnm2.ann1.Glyma.10G166700
TPP	trehalose 6-phosphate phosphatase	glyma.Wm82.gnm2.ann1.Glyma.18G018100
TPR	Transcription Repressor	glyma.Wm82.gnm2.ann1.Glyma.13g367300
TPS	trehalose 6-phosphate synthase	glyma.Wm82.gnm2.ann1.Glyma.17G067800
TPS1	terpene synthase 1	glyma.Wm82.gnm2.ann1.Glyma.03g154400
TPS10	terpene synthase 10	glyma.Wm82.gnm2.ann1.Glyma.12g138100
TPS11	terpene synthase 11	glyma.Wm82.gnm2.ann1.Glyma.12g138600
TPS13	terpene synthase 13	glyma.Wm82.gnm2.ann1.Glyma.12g140600
TPS14	terpene synthase 14	glyma.Wm82.gnm2.ann1.Glyma.12g197400
TPS15	terpene synthase 15	glyma.Wm82.gnm2.ann1.Glyma.12g197500
TPS16	terpene synthase 16	glyma.Wm82.gnm2.ann1.Glyma.12g216200
TPS17	terpene synthase 17	glyma.Wm82.gnm2.ann1.Glyma.13g1836001
TPS19	terpene synthase 19	glyma.Wm82.gnm2.ann1.Glyma.13g285200
TPS2	terpene synthase 2	glyma.Wm82.gnm2.ann1.Glyma.03g154700
TPS20	terpene synthase 20	glyma.Wm82.gnm2.ann1.Glyma.13g304500
TPS21	terpene synthase 21	glyma.Wm82.gnm2.ann1.Glyma.13g321100
TPS22	terpene synthase 22	glyma.Wm82.gnm2.ann1.Glyma.19g157000
TPS23	terpene synthase 23	glyma.Wm82.gnm2.ann1.Glyma.20g074400
TPS27	terpene synthase 27	glyma.Wm82.gnm2.ann1.Glyma.12g179500
